Jurisdiction,Year,Industry,Unit,Quantity
QLD,2000,Manufacturing,PJ,267.7
QLD,2000,Mining,PJ,51.5
QLD,2000,Other,PJ,16.3
QLD,2000,Residential,PJ,45.5
QLD,2000,Transport,PJ,257.5
QLD,2000,Water and waste,PJ,0.5
QLD,2001,Agriculture,PJ,15.8
QLD,2001,Commercial and services,PJ,40.6
QLD,2001,Construction,PJ,9.4
QLD,2001,Electricity generation,PJ,334.1
QLD,2001,Manufacturing,PJ,273.0
QLD,2001,Mining,PJ,56.7
QLD,2001,Other,PJ,20.0
QLD,2001,Residential,PJ,45.9
QLD,2001,Transport,PJ,261.8
QLD,2001,Water and waste,PJ,0.5
QLD,2002,Agriculture,PJ,19.143
QLD,2002,Commercial and services,PJ,46.888
QLD,2002,Construction,PJ,9.084
QLD,2002,Electricity generation,PJ,371.253
QLD,2002,Manufacturing,PJ,227.601
QLD,2002,Mining,PJ,63.383
QLD,2002,Other,PJ,19.808
QLD,2002,Residential,PJ,49.526
QLD,2002,Transport,PJ,256.821
QLD,2002,Water and waste,PJ,0.531
QLD,2003,Agriculture,PJ,19.256
QLD,2003,Commercial and services,PJ,49.634
QLD,2003,Construction,PJ,9.108
QLD,2003,Electricity generation,PJ,415.476
QLD,2003,Manufacturing,PJ,173.123
QLD,2003,Mining,PJ,66.466
QLD,2003,Other,PJ,21.708
QLD,2003,Residential,PJ,51.314
QLD,2003,Transport,PJ,274.457
QLD,2003,Water and waste,PJ,0.563
QLD,2004,Agriculture,PJ,20.932
QLD,2004,Commercial and services,PJ,49.759
QLD,2004,Construction,PJ,9.403
QLD,2004,Electricity generation,PJ,457.943
QLD,2004,Manufacturing,PJ,256.969
QLD,2004,Mining,PJ,75.886
QLD,2004,Other,PJ,17.9
QLD,2004,Residential,PJ,51.887
QLD,2004,Transport,PJ,283.814
QLD,2004,Water and waste,PJ,0.594
QLD,2005,Agriculture,PJ,22.07
QLD,2005,Commercial and services,PJ,50.761
QLD,2005,Construction,PJ,7.477
QLD,2005,Electricity generation,PJ,464.312
QLD,2005,Manufacturing,PJ,300.305
QLD,2005,Mining,PJ,70.786
QLD,2005,Other,PJ,19.523
QLD,2005,Residential,PJ,52.35
QLD,2005,Transport,PJ,291.357
QLD,2005,Water and waste,PJ,0.584
QLD,2006,Agriculture,PJ,22.225
QLD,2006,Commercial and services,PJ,53.965
QLD,2006,Construction,PJ,7.321
QLD,2006,Electricity generation,PJ,536.766
QLD,2006,Manufacturing,PJ,258.86
QLD,2006,Mining,PJ,70.652
QLD,2006,Other,PJ,21.472
QLD,2006,Residential,PJ,54.332
QLD,2006,Transport,PJ,302.784
QLD,2006,Water and waste,PJ,0.619
QLD,2007,Agriculture,PJ,22.19
QLD,2007,Commercial and services,PJ,55.26
QLD,2007,Construction,PJ,7.381
QLD,2007,Electricity generation,PJ,477.723
QLD,2007,Manufacturing,PJ,253.141
QLD,2007,Mining,PJ,75.552
QLD,2007,Other,PJ,22.273
QLD,2007,Residential,PJ,55.783
QLD,2007,Transport,PJ,319.078
QLD,2007,Water and waste,PJ,1.164
QLD,2008,Agriculture,PJ,22.527
QLD,2008,Commercial and services,PJ,55.723
QLD,2008,Construction,PJ,8.051
QLD,2008,Electricity generation,PJ,497.159
QLD,2008,Manufacturing,PJ,279.294
QLD,2008,Mining,PJ,80.255
QLD,2008,Other,PJ,22.564
QLD,2008,Residential,PJ,57.136
QLD,2008,Transport,PJ,321.527
QLD,2008,Water and waste,PJ,1.492
QLD,2009,Agriculture,PJ,22.568
QLD,2009,Commercial and services,PJ,55.512
QLD,2009,Construction,PJ,7.408
QLD,2009,Electricity generation,PJ,410.485
QLD,2009,Manufacturing,PJ,302.357
QLD,2009,Mining,PJ,86.547
QLD,2009,Other,PJ,24.027
QLD,2009,Residential,PJ,58.403
QLD,2009,Transport,PJ,326.009
QLD,2009,Water and waste,PJ,1.066
QLD,2010,Agriculture,PJ,22.89
QLD,2010,Commercial and services,PJ,56.445
QLD,2010,Construction,PJ,7.168
QLD,2010,Electricity generation,PJ,360.216
QLD,2010,Manufacturing,PJ,301.691
QLD,2010,Mining,PJ,90.985
QLD,2010,Other,PJ,19.401
QLD,2010,Residential,PJ,60.108
QLD,2010,Transport,PJ,329.602
QLD,2010,Water and waste,PJ,1.093
QLD,2011,Agriculture,PJ,23.287
QLD,2011,Commercial and services,PJ,54.74
QLD,2011,Construction,PJ,6.663
QLD,2011,Electricity generation,PJ,397.168
QLD,2011,Manufacturing,PJ,303.478
QLD,2011,Mining,PJ,104.411
QLD,2011,Other,PJ,20.269
QLD,2011,Residential,PJ,59.911
QLD,2011,Transport,PJ,343.715
QLD,2011,Water and waste,PJ,1.177
QLD,2012,Agriculture,PJ,24.775
QLD,2012,Commercial and services,PJ,58.53
QLD,2012,Construction,PJ,6.285
QLD,2012,Electricity generation,PJ,374.871
QLD,2012,Manufacturing,PJ,324.086
QLD,2012,Mining,PJ,118.165
QLD,2012,Other,PJ,19.336
QLD,2012,Residential,PJ,60.784
QLD,2012,Transport,PJ,346.848
QLD,2012,Water and waste,PJ,1.113
QLD,2013,Agriculture,PJ,25.013
QLD,2013,Commercial and services,PJ,59.577
QLD,2013,Construction,PJ,6.353
QLD,2013,Electricity generation,PJ,368.776
QLD,2013,Manufacturing,PJ,319.334
QLD,2013,Mining,PJ,122.456
QLD,2013,Other,PJ,25.576
QLD,2013,Residential,PJ,60.992
QLD,2013,Transport,PJ,349.63
QLD,2013,Water and waste,PJ,1.156
QLD,2014,Agriculture,PJ,25.216
QLD,2014,Commercial and services,PJ,64.437
QLD,2014,Construction,PJ,8.375
QLD,2014,Electricity generation,PJ,417.098
QLD,2014,Manufacturing,PJ,352.865
QLD,2014,Mining,PJ,131.617
QLD,2014,Other,PJ,21.679
QLD,2014,Residential,PJ,59.329
QLD,2014,Transport,PJ,353.426
QLD,2014,Water and waste,PJ,2.092
QLD,2015,Agriculture,PJ,26.648
QLD,2015,Commercial and services,PJ,62.875
QLD,2015,Construction,PJ,8.215
QLD,2015,Electricity generation,PJ,422.091
QLD,2015,Manufacturing,PJ,309.53
QLD,2015,Mining,PJ,173.766
QLD,2015,Other,PJ,27.661
QLD,2015,Residential,PJ,59.395
QLD,2015,Transport,PJ,371.814
QLD,2015,Water and waste,PJ,2.561
QLD,2016,Agriculture,PJ,29.184
QLD,2016,Commercial and services,PJ,63.38
QLD,2016,Construction,PJ,7.827
QLD,2016,Electricity generation,PJ,427.984
QLD,2016,Manufacturing,PJ,316.279
QLD,2016,Mining,PJ,222.659
QLD,2016,Other,PJ,25.065
QLD,2016,Residential,PJ,60.556
QLD,2016,Transport,PJ,376.327
QLD,2016,Water and waste,PJ,2.627
QLD,2017,Agriculture,PJ,29.937
QLD,2017,Commercial and services,PJ,61.43
QLD,2017,Construction,PJ,8.001
QLD,2017,Electricity generation,PJ,433.889
QLD,2017,Manufacturing,PJ,292.305
QLD,2017,Mining,PJ,242.283
QLD,2017,Other,PJ,19.698
QLD,2017,Residential,PJ,60.621
QLD,2017,Transport,PJ,398.125
QLD,2017,Water and waste,PJ,2.14
QLD,2018,Agriculture,PJ,26.169
QLD,2018,Commercial and services,PJ,59.055
QLD,2018,Construction,PJ,7.571
QLD,2018,Electricity generation,PJ,420.897
QLD,2018,Manufacturing,PJ,283.236
QLD,2018,Mining,PJ,255.366
QLD,2018,Other,PJ,13.6
QLD,2018,Residential,PJ,63.361
QLD,2018,Transport,PJ,397.072
QLD,2018,Water and waste,PJ,3.181
QLD,2019,Agriculture,PJ,24.583
QLD,2019,Commercial and services,PJ,55.253
QLD,2019,Construction,PJ,7.014
QLD,2019,Electricity generation,PJ,409.147
QLD,2019,Manufacturing,PJ,277.49
QLD,2019,Mining,PJ,264.027
QLD,2019,Other,PJ,14.714
QLD,2019,Residential,PJ,66.101
QLD,2019,Transport,PJ,364.302
QLD,2019,Water and waste,PJ,3.675
QLD,2020,Agriculture,PJ,29.367
QLD,2020,Commercial and services,PJ,54.289
QLD,2020,Construction,PJ,6.913
QLD,2020,Electricity generation,PJ,398.456
QLD,2020,Manufacturing,PJ,268.825
QLD,2020,Mining,PJ,264.004
QLD,2020,Other,PJ,12.935
QLD,2020,Residential,PJ,69.272
QLD,2020,Transport,PJ,335.323
QLD,2020,Water and waste,PJ,3.236
QLD,2021,Agriculture,PJ,26.101
QLD,2021,Commercial and services,PJ,55.605
QLD,2021,Construction,PJ,6.388
QLD,2021,Electricity generation,PJ,381.885
QLD,2021,Manufacturing,PJ,269.354
QLD,2021,Mining,PJ,263.854
QLD,2021,Other,PJ,12.55
QLD,2021,Residential,PJ,72.527
QLD,2021,Transport,PJ,337.161
QLD,2021,Water and waste,PJ,2.889
QLD,2022,Agriculture,PJ,23.715
QLD,2022,Commercial and services,PJ,58.396
QLD,2022,Construction,PJ,6.231
QLD,2022,Electricity generation,PJ,367.974
QLD,2022,Manufacturing,PJ,262.429
QLD,2022,Mining,PJ,269.943
QLD,2022,Other,PJ,13.044
QLD,2022,Residential,PJ,73.048
QLD,2022,Transport,PJ,363.781
QLD,2022,Water and waste,PJ,3.181
SA,2000,Agriculture,PJ,7.3
SA,2000,Commercial and services,PJ,16.3
SA,2000,Construction,PJ,1.6
SA,2000,Electricity generation,PJ,77.5
SA,2000,Manufacturing,PJ,68.4
SA,2000,Mining,PJ,32.9
SA,2000,Other,PJ,5.3
SA,2000,Residential,PJ,31.9
SA,2000,Transport,PJ,87.9
SA,2000,Water and waste,PJ,1.2
SA,2001,Agriculture,PJ,6.4
SA,2001,Commercial and services,PJ,17.1
SA,2001,Construction,PJ,1.7
SA,2001,Electricity generation,PJ,77.8
SA,2001,Manufacturing,PJ,68.3
SA,2001,Mining,PJ,32.5
SA,2001,Other,PJ,5.5
SA,2001,Residential,PJ,29.3
SA,2001,Transport,PJ,89.4
SA,2001,Water and waste,PJ,1.2
SA,2002,Agriculture,PJ,9.056
SA,2002,Commercial and services,PJ,18.815
SA,2002,Construction,PJ,1.682
SA,2002,Electricity generation,PJ,83.916
SA,2002,Manufacturing,PJ,76.379
SA,2002,Mining,PJ,41.009
SA,2002,Other,PJ,5.059
SA,2002,Residential,PJ,31.885
SA,2002,Transport,PJ,88.104
SA,2002,Water and waste,PJ,1.392
SA,2003,Agriculture,PJ,8.258
SA,2003,Commercial and services,PJ,19.141
SA,2003,Construction,PJ,1.617
SA,2003,Electricity generation,PJ,92.946
SA,2003,Manufacturing,PJ,76.812
SA,2003,Mining,PJ,40.04
SA,2003,Other,PJ,6.606
SA,2003,Residential,PJ,33.693
SA,2003,Transport,PJ,91.035
SA,2003,Water and waste,PJ,1.391
SA,2004,Agriculture,PJ,8.926
SA,2004,Commercial and services,PJ,19.16
SA,2004,Construction,PJ,2.076
SA,2004,Electricity generation,PJ,85.051
SA,2004,Manufacturing,PJ,73.964
SA,2004,Mining,PJ,35.684
SA,2004,Other,PJ,4.994
SA,2004,Residential,PJ,33.719
SA,2004,Transport,PJ,90.649
SA,2004,Water and waste,PJ,1.328
SA,2005,Agriculture,PJ,9.21
SA,2005,Commercial and services,PJ,19.305
SA,2005,Construction,PJ,1.793
SA,2005,Electricity generation,PJ,76.969
SA,2005,Manufacturing,PJ,77.603
SA,2005,Mining,PJ,31.867
SA,2005,Other,PJ,4.901
SA,2005,Residential,PJ,34.372
SA,2005,Transport,PJ,92.785
SA,2005,Water and waste,PJ,1.313
SA,2006,Agriculture,PJ,9.199
SA,2006,Commercial and services,PJ,20.169
SA,2006,Construction,PJ,1.766
SA,2006,Electricity generation,PJ,102.426
SA,2006,Manufacturing,PJ,79.964
SA,2006,Mining,PJ,26.673
SA,2006,Other,PJ,5.006
SA,2006,Residential,PJ,35.206
SA,2006,Transport,PJ,93.708
SA,2006,Water and waste,PJ,1.344
SA,2007,Agriculture,PJ,9.709
SA,2007,Commercial and services,PJ,20.328
SA,2007,Construction,PJ,1.733
SA,2007,Electricity generation,PJ,96.897
SA,2007,Manufacturing,PJ,81.695
SA,2007,Mining,PJ,25.036
SA,2007,Other,PJ,5.512
SA,2007,Residential,PJ,35.486
SA,2007,Transport,PJ,94.813
SA,2007,Water and waste,PJ,1.323
SA,2008,Agriculture,PJ,8.165
SA,2008,Commercial and services,PJ,20.412
SA,2008,Construction,PJ,2.21
SA,2008,Electricity generation,PJ,91.737
SA,2008,Manufacturing,PJ,66.877
SA,2008,Mining,PJ,28.303
SA,2008,Other,PJ,5.812
SA,2008,Residential,PJ,35.928
SA,2008,Transport,PJ,95.987
SA,2008,Water and waste,PJ,1.794
SA,2009,Agriculture,PJ,7.695
SA,2009,Commercial and services,PJ,20.69
SA,2009,Construction,PJ,2.272
SA,2009,Electricity generation,PJ,76.099
SA,2009,Manufacturing,PJ,69.678
SA,2009,Mining,PJ,27.513
SA,2009,Other,PJ,5.689
SA,2009,Residential,PJ,36.1
SA,2009,Transport,PJ,96.708
SA,2009,Water and waste,PJ,1.283
SA,2010,Agriculture,PJ,7.017
SA,2010,Commercial and services,PJ,18.74
SA,2010,Construction,PJ,2.268
SA,2010,Electricity generation,PJ,80.342
SA,2010,Manufacturing,PJ,63.009
SA,2010,Mining,PJ,29.428
SA,2010,Other,PJ,6.511
SA,2010,Residential,PJ,36.455
SA,2010,Transport,PJ,97.755
SA,2010,Water and waste,PJ,1.284
SA,2011,Agriculture,PJ,7.171
SA,2011,Commercial and services,PJ,18.111
SA,2011,Construction,PJ,2.166
SA,2011,Electricity generation,PJ,71.735
SA,2011,Manufacturing,PJ,35.188
SA,2011,Mining,PJ,31.466
SA,2011,Other,PJ,6.097
SA,2011,Residential,PJ,37.27
SA,2011,Transport,PJ,96.971
SA,2011,Water and waste,PJ,1.49
SA,2012,Agriculture,PJ,7.09
SA,2012,Commercial and services,PJ,18.721
SA,2012,Construction,PJ,1.989
SA,2012,Electricity generation,PJ,62.477
SA,2012,Manufacturing,PJ,88.183
SA,2012,Mining,PJ,33.727
SA,2012,Other,PJ,4.283
SA,2012,Residential,PJ,37.259
SA,2012,Transport,PJ,100.026
SA,2012,Water and waste,PJ,2.524
SA,2013,Agriculture,PJ,7.128
SA,2013,Commercial and services,PJ,19.112
SA,2013,Construction,PJ,2.014
SA,2013,Electricity generation,PJ,55.885
SA,2013,Manufacturing,PJ,79.627
SA,2013,Mining,PJ,35.808
SA,2013,Other,PJ,4.294
SA,2013,Residential,PJ,31.813
SA,2013,Transport,PJ,99.256
SA,2013,Water and waste,PJ,2.128
SA,2014,Agriculture,PJ,7.18
SA,2014,Commercial and services,PJ,22.524
SA,2014,Construction,PJ,1.945
SA,2014,Electricity generation,PJ,56.766
SA,2014,Manufacturing,PJ,99.795
SA,2014,Mining,PJ,33.94
SA,2014,Other,PJ,3.386
SA,2014,Residential,PJ,29.648
SA,2014,Transport,PJ,99.569
SA,2014,Water and waste,PJ,2.171
SA,2015,Agriculture,PJ,7.32
SA,2015,Commercial and services,PJ,22.229
SA,2015,Construction,PJ,2.006
SA,2015,Electricity generation,PJ,56.932
SA,2015,Manufacturing,PJ,59.861
SA,2015,Mining,PJ,30.173
SA,2015,Other,PJ,3.428
SA,2015,Residential,PJ,30.846
SA,2015,Transport,PJ,101.367
SA,2015,Water and waste,PJ,2.225
SA,2016,Agriculture,PJ,7.893
SA,2016,Commercial and services,PJ,21.83
SA,2016,Construction,PJ,2.09
SA,2016,Electricity generation,PJ,44.691
SA,2016,Manufacturing,PJ,44.36
SA,2016,Mining,PJ,28.796
SA,2016,Other,PJ,2.94
SA,2016,Residential,PJ,31.162
SA,2016,Transport,PJ,102.106
SA,2016,Water and waste,PJ,1.514
SA,2017,Agriculture,PJ,7.829
SA,2017,Commercial and services,PJ,22.296
SA,2017,Construction,PJ,2.443
SA,2017,Electricity generation,PJ,50.723
SA,2017,Manufacturing,PJ,82.876
SA,2017,Mining,PJ,26.913
SA,2017,Other,PJ,3.059
SA,2017,Residential,PJ,30.622
SA,2017,Transport,PJ,106.11
SA,2017,Water and waste,PJ,1.781
SA,2018,Agriculture,PJ,7.156
SA,2018,Commercial and services,PJ,21.533
SA,2018,Construction,PJ,2.355
SA,2018,Electricity generation,PJ,48.926
SA,2018,Manufacturing,PJ,80.223
SA,2018,Mining,PJ,26.811
SA,2018,Other,PJ,2.78
SA,2018,Residential,PJ,30.998
SA,2018,Transport,PJ,101.265
SA,2018,Water and waste,PJ,2.462
SA,2019,Agriculture,PJ,7.443
SA,2019,Commercial and services,PJ,21.408
SA,2019,Construction,PJ,2.172
SA,2019,Electricity generation,PJ,46.495
SA,2019,Manufacturing,PJ,77.065
SA,2019,Mining,PJ,28.031
SA,2019,Other,PJ,4.258
SA,2019,Residential,PJ,31.599
SA,2019,Transport,PJ,96.621
SA,2019,Water and waste,PJ,2.611
SA,2020,Agriculture,PJ,10.235
SA,2020,Commercial and services,PJ,20.031
SA,2020,Construction,PJ,2.301
SA,2020,Electricity generation,PJ,39.915
SA,2020,Manufacturing,PJ,77.71
SA,2020,Mining,PJ,27.972
SA,2020,Other,PJ,4.536
SA,2020,Residential,PJ,32.582
SA,2020,Transport,PJ,90.59
SA,2020,Water and waste,PJ,2.862
SA,2021,Agriculture,PJ,10.207
SA,2021,Commercial and services,PJ,20.957
SA,2021,Construction,PJ,2.456
SA,2021,Electricity generation,PJ,32.388
SA,2021,Manufacturing,PJ,75.389
SA,2021,Mining,PJ,26.656
SA,2021,Other,PJ,4.469
SA,2021,Residential,PJ,33.562
SA,2021,Transport,PJ,92.481
SA,2021,Water and waste,PJ,2.71
SA,2022,Agriculture,PJ,8.649
SA,2022,Commercial and services,PJ,21.393
SA,2022,Construction,PJ,2.64
SA,2022,Electricity generation,PJ,31.096
SA,2022,Manufacturing,PJ,67.607
SA,2022,Mining,PJ,27.998
SA,2022,Other,PJ,3.569
SA,2022,Residential,PJ,33.414
SA,2022,Transport,PJ,101.076
SA,2022,Water and waste,PJ,2.558
TAS,2000,Agriculture,PJ,2.6
TAS,2000,Commercial and services,PJ,6.4
TAS,2000,Construction,PJ,0.8
TAS,2000,Electricity generation,PJ,3.8
TAS,2000,Manufacturing,PJ,35.8
TAS,2000,Mining,PJ,5.7
TAS,2000,Other,PJ,1.7
TAS,2000,Residential,PJ,13.7
TAS,2000,Transport,PJ,23.0
TAS,2000,Water and waste,PJ,0.1
TAS,2001,Agriculture,PJ,2.7
TAS,2001,Commercial and services,PJ,6.5
TAS,2001,Construction,PJ,0.8
TAS,2001,Electricity generation,PJ,3.8
TAS,2001,Manufacturing,PJ,37.2
TAS,2001,Mining,PJ,4.7
TAS,2001,Other,PJ,1.6
TAS,2001,Residential,PJ,15.8
TAS,2001,Transport,PJ,24.0
TAS,2001,Water and waste,PJ,0.1
TAS,2002,Agriculture,PJ,3.611
TAS,2002,Commercial and services,PJ,7.53
TAS,2002,Construction,PJ,0.744
TAS,2002,Electricity generation,PJ,5.162
TAS,2002,Manufacturing,PJ,36.917
TAS,2002,Mining,PJ,1.807
TAS,2002,Other,PJ,1.569
TAS,2002,Residential,PJ,14.815
TAS,2002,Transport,PJ,27.256
TAS,2002,Water and waste,PJ,0.089
TAS,2003,Agriculture,PJ,3.606
TAS,2003,Commercial and services,PJ,7.868
TAS,2003,Construction,PJ,1.244
TAS,2003,Electricity generation,PJ,6.064
TAS,2003,Manufacturing,PJ,37.14
TAS,2003,Mining,PJ,2.292
TAS,2003,Other,PJ,1.511
TAS,2003,Residential,PJ,15.122
TAS,2003,Transport,PJ,28.456
TAS,2003,Water and waste,PJ,0.096
TAS,2004,Agriculture,PJ,3.569
TAS,2004,Commercial and services,PJ,7.004
TAS,2004,Construction,PJ,1.5
TAS,2004,Electricity generation,PJ,7.099
TAS,2004,Manufacturing,PJ,39.797
TAS,2004,Mining,PJ,2.425
TAS,2004,Other,PJ,1.629
TAS,2004,Residential,PJ,14.969
TAS,2004,Transport,PJ,29.311
TAS,2004,Water and waste,PJ,0.092
TAS,2005,Agriculture,PJ,3.593
TAS,2005,Commercial and services,PJ,7.749
TAS,2005,Construction,PJ,1.47
TAS,2005,Electricity generation,PJ,9.773
TAS,2005,Manufacturing,PJ,38.533
TAS,2005,Mining,PJ,2.524
TAS,2005,Other,PJ,1.57
TAS,2005,Residential,PJ,14.862
TAS,2005,Transport,PJ,31.4
TAS,2005,Water and waste,PJ,0.1
TAS,2006,Agriculture,PJ,3.566
TAS,2006,Commercial and services,PJ,8.194
TAS,2006,Construction,PJ,1.609
TAS,2006,Electricity generation,PJ,10.238
TAS,2006,Manufacturing,PJ,40.659
TAS,2006,Mining,PJ,2.728
TAS,2006,Other,PJ,1.408
TAS,2006,Residential,PJ,14.689
TAS,2006,Transport,PJ,30.126
TAS,2006,Water and waste,PJ,0.105
TAS,2007,Agriculture,PJ,3.562
TAS,2007,Commercial and services,PJ,8.266
TAS,2007,Construction,PJ,1.595
TAS,2007,Electricity generation,PJ,10.86
TAS,2007,Manufacturing,PJ,40.479
TAS,2007,Mining,PJ,3.585
TAS,2007,Other,PJ,1.331
TAS,2007,Residential,PJ,14.786
TAS,2007,Transport,PJ,30.934
TAS,2007,Water and waste,PJ,0.108
TAS,2008,Agriculture,PJ,3.701
TAS,2008,Commercial and services,PJ,8.227
TAS,2008,Construction,PJ,0.483
TAS,2008,Electricity generation,PJ,7.316
TAS,2008,Manufacturing,PJ,45.217
TAS,2008,Mining,PJ,3.117
TAS,2008,Other,PJ,1.173
TAS,2008,Residential,PJ,14.711
TAS,2008,Transport,PJ,29.71
TAS,2008,Water and waste,PJ,0.139
TAS,2009,Agriculture,PJ,3.696
TAS,2009,Commercial and services,PJ,8.231
TAS,2009,Construction,PJ,0.496
TAS,2009,Electricity generation,PJ,8.475
TAS,2009,Manufacturing,PJ,44.091
TAS,2009,Mining,PJ,3.005
TAS,2009,Other,PJ,0.93
TAS,2009,Residential,PJ,14.868
TAS,2009,Transport,PJ,29.883
TAS,2009,Water and waste,PJ,0.069
TAS,2010,Agriculture,PJ,3.027
TAS,2010,Commercial and services,PJ,8.586
TAS,2010,Construction,PJ,0.487
TAS,2010,Electricity generation,PJ,10.777
TAS,2010,Manufacturing,PJ,44.097
TAS,2010,Mining,PJ,3.208
TAS,2010,Other,PJ,0.944
TAS,2010,Residential,PJ,14.542
TAS,2010,Transport,PJ,27.94
TAS,2010,Water and waste,PJ,0.217
TAS,2011,Agriculture,PJ,3.034
TAS,2011,Commercial and services,PJ,8.235
TAS,2011,Construction,PJ,0.415
TAS,2011,Electricity generation,PJ,9.686
TAS,2011,Manufacturing,PJ,40.754
TAS,2011,Mining,PJ,3.576
TAS,2011,Other,PJ,0.92
TAS,2011,Residential,PJ,14.45
TAS,2011,Transport,PJ,25.664
TAS,2011,Water and waste,PJ,0.236
TAS,2012,Agriculture,PJ,3.47
TAS,2012,Commercial and services,PJ,8.41
TAS,2012,Construction,PJ,0.343
TAS,2012,Electricity generation,PJ,10.423
TAS,2012,Manufacturing,PJ,45.265
TAS,2012,Mining,PJ,3.438
TAS,2012,Other,PJ,0.871
TAS,2012,Residential,PJ,14.452
TAS,2012,Transport,PJ,25.59
TAS,2012,Water and waste,PJ,0.061
TAS,2013,Agriculture,PJ,3.772
TAS,2013,Commercial and services,PJ,8.479
TAS,2013,Construction,PJ,0.321
TAS,2013,Electricity generation,PJ,7.121
TAS,2013,Manufacturing,PJ,44.75
TAS,2013,Mining,PJ,3.306
TAS,2013,Other,PJ,0.786
TAS,2013,Residential,PJ,14.296
TAS,2013,Transport,PJ,24.897
TAS,2013,Water and waste,PJ,0.274
TAS,2014,Agriculture,PJ,4.353
TAS,2014,Commercial and services,PJ,9.987
TAS,2014,Construction,PJ,0.358
TAS,2014,Electricity generation,PJ,3.71
TAS,2014,Manufacturing,PJ,44.676
TAS,2014,Mining,PJ,2.934
TAS,2014,Other,PJ,0.831
TAS,2014,Residential,PJ,12.717
TAS,2014,Transport,PJ,25.084
TAS,2014,Water and waste,PJ,0.278
TAS,2015,Agriculture,PJ,4.198
TAS,2015,Commercial and services,PJ,10.12
TAS,2015,Construction,PJ,0.42
TAS,2015,Electricity generation,PJ,8.134
TAS,2015,Manufacturing,PJ,42.884
TAS,2015,Mining,PJ,2.644
TAS,2015,Other,PJ,0.207
TAS,2015,Residential,PJ,13.025
TAS,2015,Transport,PJ,25.153
TAS,2015,Water and waste,PJ,0.275
TAS,2016,Agriculture,PJ,3.974
TAS,2016,Commercial and services,PJ,9.806
TAS,2016,Construction,PJ,0.415
TAS,2016,Electricity generation,PJ,7.825
TAS,2016,Manufacturing,PJ,44.671
TAS,2016,Mining,PJ,2.649
TAS,2016,Other,PJ,0.285
TAS,2016,Residential,PJ,13.173
TAS,2016,Transport,PJ,24.365
TAS,2016,Water and waste,PJ,0.302
TAS,2017,Agriculture,PJ,4.027
TAS,2017,Commercial and services,PJ,9.924
TAS,2017,Construction,PJ,0.436
TAS,2017,Electricity generation,PJ,8.38
TAS,2017,Manufacturing,PJ,45.797
TAS,2017,Mining,PJ,3.156
TAS,2017,Other,PJ,0.447
TAS,2017,Residential,PJ,13.35
TAS,2017,Transport,PJ,24.719
TAS,2017,Water and waste,PJ,0.304
TAS,2018,Agriculture,PJ,4.347
TAS,2018,Commercial and services,PJ,9.584
TAS,2018,Construction,PJ,0.477
TAS,2018,Electricity generation,PJ,6.399
TAS,2018,Manufacturing,PJ,43.325
TAS,2018,Mining,PJ,3.337
TAS,2018,Other,PJ,0.66
TAS,2018,Residential,PJ,13.307
TAS,2018,Transport,PJ,26.377
TAS,2018,Water and waste,PJ,0.348
TAS,2019,Agriculture,PJ,3.469
TAS,2019,Commercial and services,PJ,9.209
TAS,2019,Construction,PJ,0.478
TAS,2019,Electricity generation,PJ,4.268
TAS,2019,Manufacturing,PJ,39.914
TAS,2019,Mining,PJ,3.484
TAS,2019,Other,PJ,0.798
TAS,2019,Residential,PJ,13.716
TAS,2019,Transport,PJ,24.352
TAS,2019,Water and waste,PJ,0.39
TAS,2020,Agriculture,PJ,4.811
TAS,2020,Commercial and services,PJ,8.82
TAS,2020,Construction,PJ,0.447
TAS,2020,Electricity generation,PJ,4.178
TAS,2020,Manufacturing,PJ,40.445
TAS,2020,Mining,PJ,3.56
TAS,2020,Other,PJ,0.672
TAS,2020,Residential,PJ,13.82
TAS,2020,Transport,PJ,26.007
TAS,2020,Water and waste,PJ,0.348
TAS,2021,Agriculture,PJ,4.507
TAS,2021,Commercial and services,PJ,9.062
TAS,2021,Construction,PJ,0.441
TAS,2021,Electricity generation,PJ,4.462
TAS,2021,Manufacturing,PJ,42.157
TAS,2021,Mining,PJ,3.746
TAS,2021,Other,PJ,0.578
TAS,2021,Residential,PJ,14.001
TAS,2021,Transport,PJ,26.043
TAS,2021,Water and waste,PJ,0.378
TAS,2022,Agriculture,PJ,4.456
TAS,2022,Commercial and services,PJ,9.179
TAS,2022,Construction,PJ,0.431
TAS,2022,Electricity generation,PJ,4.566
TAS,2022,Manufacturing,PJ,42.224
TAS,2022,Mining,PJ,4.14
TAS,2022,Other,PJ,0.561
TAS,2022,Residential,PJ,14.071
TAS,2022,Transport,PJ,25.411
TAS,2022,Water and waste,PJ,0.41
VIC,2000,Agriculture,PJ,16.9
VIC,2000,Commercial and services,PJ,66.2
VIC,2000,Construction,PJ,7.3
VIC,2000,Electricity generation,PJ,530.8
VIC,2000,Manufacturing,PJ,223.4
VIC,2000,Mining,PJ,25.8
VIC,2000,Other,PJ,20.9
VIC,2000,Residential,PJ,147.7
VIC,2000,Transport,PJ,296.2
VIC,2000,Water and waste,PJ,2.0
VIC,2001,Agriculture,PJ,17.0
VIC,2001,Commercial and services,PJ,67.5
VIC,2001,Construction,PJ,7.3
VIC,2001,Electricity generation,PJ,541.5
VIC,2001,Manufacturing,PJ,226.1
VIC,2001,Mining,PJ,29.7
VIC,2001,Other,PJ,21.8
